ID,Tipo,SKU,Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿En inventario?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1
,simple,7707200901320,DOLIVIUM FORTE 48 CAPSULAS BLANDAS ICOM  ,1,,visible,,,,,,,1,12,,,,,,,,,,,3900.00,,,,,,,,,,,,,,,,,
,variable,100019563,NEUROBION DC 3 AMPOLLAS (M),1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100019563-Caja,NEUROBION DC 3 AMPOLLAS (M) - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,93000.00,,,,,,,100019563,,,,,,1,Presentacion,Caja,,
,variation,100019563-Unidad,NEUROBION DC 3 AMPOLLAS (M) - Unidad,1,,visible,,,,,,,1,1,,,,,,,,,,,31000.00,,,,,,,100019563,,,,,,1,Presentacion,Unidad,,
,variable,7707200909357,ESTOLAS 100 TAB ,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7707200909357-Blister,ESTOLAS 100 TAB  - Blister,1,,visible,,,,,,,1,3,,,,,,,,,,,8900.00,,,,,,,7707200909357,,,,,,1,Presentacion,Blister,,
,variation,7707200909357-Unidad,ESTOLAS 100 TAB  - Unidad,1,,visible,,,,,,,1,8,,,,,,,,,,,1000.00,,,,,,,7707200909357,,,,,,1,Presentacion,Unidad,,
,simple,7704768004753,ATORVASTATINA 40 MG X 30 TBS ICOM,1,,visible,,,,,,,1,3,,,,,,,,,,,32500.00,,,,,,,,,,,,,,,,,
,simple,7704768000588,ESOMEPRAZOL 20 MG X 30 CPS ICOM ,1,,visible,,,,,,,1,1,,,,,,,,,,,32800.00,,,,,,,,,,,,,,,,,
,simple,7707019469837,ALGINACID 360 ML ,1,,visible,,,,,,,1,6,,,,,,,,,,,26800.00,,,,,,,,,,,,,,,,,
,simple,100001801,SILDENAFIL 50 MG 4 TABLETAS GF,1,,visible,,,,,,,1,16,,,,,,,,,,,7900.00,,,,,,,,,,,,,,,,,
,simple,601,SHAMPOO SOBRES SURTIDOS ,1,,visible,,,,,,,1,67,,,,,,,,,,,600.00,,,,,,,,,,,,,,,,,
,simple,100021854,NEUREXAN FRASCO 50 TABLETAS,1,,visible,,,,,,,1,1,,,,,,,,,,,46000.00,,,,,,,,,,,,,,,,,
,simple,100011684,WASSERTROL GOTAS OFTAL.5 ML,1,,visible,,,,,,,1,2,,,,,,,,,,,13900.00,,,,,,,,,,,,,,,,,
,simple,G100011684,WASSERTROL GOTAS OFTAL.5 ML,1,,visible,,,,,,,1,5,,,,,,,,,,,7900.00,,,,,,,,,,,,,,,,,
,variable,100015902,INFLACAM 20 MG 10 CAPSULAS ICOM,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100015902-Caja,INFLACAM 20 MG 10 CAPSULAS ICOM - Caja,1,,visible,,,,,,,1,3,,,,,,,,,,,18900.00,,,,,,,100015902,,,,,,1,Presentacion,Caja,,
,variation,100015902-Unidad,INFLACAM 20 MG 10 CAPSULAS ICOM - Unidad,1,,visible,,,,,,,1,2,,,,,,,,,,,2000.00,,,,,,,100015902,,,,,,1,Presentacion,Unidad,,
,variable,G100015902,INFLACAM 20 MG 10 CAPSULAS ICOM,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,G100015902-Caja,INFLACAM 20 MG 10 CAPSULAS ICOM - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,25000.00,,,,,,,G100015902,,,,,,1,Presentacion,Caja,,
,variation,G100015902-Unidad,INFLACAM 20 MG 10 CAPSULAS ICOM - Unidad,1,,visible,,,,,,,1,3,,,,,,,,,,,2500.00,,,,,,,G100015902,,,,,,1,Presentacion,Unidad,,
,simple,200009621,OXIGENTA IGORA 30 VOLUMENES,1,,visible,,,,,,,1,4,,,,,,,,,,,3500.00,,,,,,,,,,,,,,,,,
,simple,100000112,PARACODINA GOTAS 30 ML,1,,visible,,,,,,,1,2,,,,,,,,,,,12900.00,,,,,,,,,,,,,,,,,
,simple,100017711,MYLANTA DOS FRESA 240 ML,1,,visible,,,,,,,1,2,,,,,,,,,,,34900.00,,,,,,,,,,,,,,,,,
,simple,G100017711,MYLANTA DOS FRESA 240 ML,1,,visible,,,,,,,1,1,,,,,,,,,,,32900.00,,,,,,,,,,,,,,,,,
,simple,200018820,JERINGA ALFA 3P 20 CC 21 X 1 1/2,1,,visible,,,,,,,1,18,,,,,,,,,,,900.00,,,,,,,,,,,,,,,,,
,simple,7702425810310,TOA.KOTEX NORMAL TELA PROM 10+2 TOA,1,,visible,,,,,,,1,12,,,,,,,,,,,4000.00,,,,,,,,,,,,,,,,,
,simple,7703258112954,SINALGEN 5/325 MG 10 TABLETAS(3%+),1,,visible,,,,,,,1,2,,,,,,,,,,,45000.00,,,,,,,,,,,,,,,,,
,simple,7509546652153,CRE DENTAL COLGATE MENTA 150 ML ,1,,visible,,,,,,,1,6,,,,,,,,,,,9500.00,,,,,,,,,,,,,,,,,
,simple,7702026178031,TOA.DESMAQ.FAMILIA POMYS BASIC 28 UDS,1,,visible,,,,,,,1,1,,,,,,,,,,,5800.00,,,,,,,,,,,,,,,,,
,simple,100022877,MONURIL ADULTOS 3 GR 2 SOBRES (A)(DA),1,,visible,,,,,,,1,1,,,,,,,,,,,94000.00,,,,,,,,,,,,,,,,,
,simple,200012131,VENDA ELASTICA PIEL ALFA SAFE 6X5,1,,visible,,,,,,,1,2,,,,,,,,,,,3900.00,,,,,,,,,,,,,,,,,
,simple,100010581,YAX 21 TABLETAS (M),1,,visible,,,,,,,1,6,,,,,,,,,,,25900.00,,,,,,,,,,,,,,,,,
,simple,100000504,CANESTEN CREMA TOPICA 20 GR,1,,visible,,,,,,,1,1,,,,,,,,,,,11900.00,,,,,,,,,,,,,,,,,
,simple,200038053,CRE.P.PEIN.SAVITAL MULTIVITAMINAS 275 ML,1,,visible,,,,,,,1,2,,,,,,,,,,,9900.00,,,,,,,,,,,,,,,,,
,simple,100023651,FUROSEMIDA 40 MG 300 TABLETAS MK,1,,visible,,,,,,,1,11,,,,,,,,,,,1000.00,,,,,,,,,,,,,,,,,
,variable,100012206,GASTRUM 10 MG 48 TABLETAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100012206-Caja,GASTRUM 10 MG 48 TABLETAS - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,45900.00,,,,,,,100012206,,,,,,1,Presentacion,Caja,,
,variation,100012206-Blister,GASTRUM 10 MG 48 TABLETAS - Blister,1,,visible,,,,,,,1,2,,,,,,,,,,,11900.00,,,,,,,100012206,,,,,,1,Presentacion,Blister,,
,variation,100012206-Unidad,GASTRUM 10 MG 48 TABLETAS - Unidad,1,,visible,,,,,,,1,11,,,,,,,,,,,1200.00,,,,,,,100012206,,,,,,1,Presentacion,Unidad,,
,variable,C100012206,GASTRUM 10 MG 48 TABLETAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,C100012206-Caja,GASTRUM 10 MG 48 TABLETAS - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,44000.00,,,,,,,C100012206,,,,,,1,Presentacion,Caja,,
,variation,C100012206-Blister,GASTRUM 10 MG 48 TABLETAS - Blister,1,,visible,,,,,,,1,2,,,,,,,,,,,11000.00,,,,,,,C100012206,,,,,,1,Presentacion,Blister,,
,variable,100000097,NEOSALDINA 100 GRAGEAS (A),1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100000097-Blister,NEOSALDINA 100 GRAGEAS (A) - Blister,1,,visible,,,,,,,1,7,,,,,,,,,,,5500.00,,,,,,,100000097,,,,,,1,Presentacion,Blister,,
,variation,100000097-Unidad,NEOSALDINA 100 GRAGEAS (A) - Unidad,1,,visible,,,,,,,1,1,,,,,,,,,,,1500.00,,,,,,,100000097,,,,,,1,Presentacion,Unidad,,
,simple,C100000097,NEOSALDINA 100 GRAGEAS (A),1,,visible,,,,,,,1,10,,,,,,,,,,,5500.00,,,,,,,,,,,,,,,,,
,variable,100019163,MIOFLEX 750 MG 100 TABLETAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100019163-Caja,MIOFLEX 750 MG 100 TABLETAS - Caja,1,,visible,,,,,,,1,12,,,,,,,,,,,46900.00,,,,,,,100019163,,,,,,1,Presentacion,Caja,,
,variation,100019163-Unidad,MIOFLEX 750 MG 100 TABLETAS - Unidad,1,,visible,,,,,,,1,2,,,,,,,,,,,600.00,,,,,,,100019163,,,,,,1,Presentacion,Unidad,,
,variable,G100019163,MIOFLEX 750 MG 100 TABLETAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,G100019163-Caja,MIOFLEX 750 MG 100 TABLETAS - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,48900.00,,,,,,,G100019163,,,,,,1,Presentacion,Caja,,
,variation,G100019163-Blister,MIOFLEX 750 MG 100 TABLETAS - Blister,1,,visible,,,,,,,1,18,,,,,,,,,,,4900.00,,,,,,,G100019163,,,,,,1,Presentacion,Blister,,
,variation,G100019163-Unidad,MIOFLEX 750 MG 100 TABLETAS - Unidad,1,,visible,,,,,,,1,18,,,,,,,,,,,600.00,,,,,,,G100019163,,,,,,1,Presentacion,Unidad,,
,simple,100013773,OXIMETAZOLINA HCL 0.05% ADU.SPR.15 ML LS,1,,visible,,,,,,,1,6,,,,,,,,,,,7900.00,,,,,,,,,,,,,,,,,
,simple,C100013773,OXIMETAZOLINA HCL 0.05% ADU.SPR.15 ML LS,1,,visible,,,,,,,1,9,,,,,,,,,,,8900.00,,,,,,,,,,,,,,,,,
,simple,C100003942,NAPROXENO 250B MG X10 TAB AG,1,,visible,,,,,,,1,11,,,,,,,,,,,4500.00,,,,,,,,,,,,,,,,,
,simple,82,VASO ALOHA  RASPADO ,1,,visible,,,,,,,1,3,,,,,,,,,,,2500.00,,,,,,,,,,,,,,,,,
,variable,100007771,TIAMINA 300 MG 250 TABLETAS EC,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100007771-Caja,TIAMINA 300 MG 250 TABLETAS EC - Caja,1,,visible,,,,,,,1,4,,,,,,,,,,,43900.00,,,,,,,100007771,,,,,,1,Presentacion,Caja,,
,variation,100007771-Blister,TIAMINA 300 MG 250 TABLETAS EC - Blister,1,,visible,,,,,,,1,2,,,,,,,,,,,1900.00,,,,,,,100007771,,,,,,1,Presentacion,Blister,,
,simple,7702184010280,TIAMINA 300 MG 250 TABLETAS EC,1,,visible,,,,,,,1,18,,,,,,,,,,,2000.00,,,,,,,,,,,,,,,,,
,simple,7704768001080,ALCOHOL ANTISEPTICO ALCOPY 120 ML,1,,visible,,,,,,,1,5,,,,,,,,,,,2300.00,,,,,,,,,,,,,,,,,
,simple,7702914162302,BRAWNIE 55 G ,1,,visible,,,,,,,1,1,,,,,,,,,,,2000.00,,,,,,,,,,,,,,,,,
,simple,100020803,HIDRAPLUS 75 ZINC CEREZA 400 ML SUERO O,1,,visible,,,,,,,1,3,,,,,,,,,,,7900.00,,,,,,,,,,,,,,,,,
,simple,100005791,CEFALEXINA 500 MG 10 CAPSULAS MK,1,,visible,,,,,,,1,3,,,,,,,,,,,7900.00,,,,,,,,,,,,,,,,,
,simple,7501009222729,PRESTOBARBA ULTRAGRIP  AZUL,1,,visible,,,,,,,1,20,,,,,,,,,,,2500.00,,,,,,,,,,,,,,,,,
,simple,200033295,CRE.DENTAL COLGATE TRI.ACC.60 GR CREMA,1,,visible,,,,,,,1,11,,,,,,,,,,,2800.00,,,,,,,,,,,,,,,,,
,variable,7707019469820,LAMDOTIL 16 TAB ,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7707019469820-Caja,LAMDOTIL 16 TAB  - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,16800.00,,,,,,,7707019469820,,,,,,1,Presentacion,Caja,,
,variation,7707019469820-Unidad,LAMDOTIL 16 TAB  - Unidad,1,,visible,,,,,,,1,2,,,,,,,,,,,1200.00,,,,,,,7707019469820,,,,,,1,Presentacion,Unidad,,
,simple,100002545,LANSOPRAZOL 30 MG 28 CAPSULAS LS,1,,visible,,,,,,,1,1,,,,,,,,,,,32000.00,,,,,,,,,,,,,,,,,
,simple,200037477,COLAGENO HIDROLIZADO 30 SBS ICOM,1,,visible,,,,,,,1,2,,,,,,,,,,,74900.00,,,,,,,,,,,,,,,,,
,simple,100022283,LEVOTIROXINA 100 MG 100 TABLETAS PC,1,,visible,,,,,,,1,5,,,,,,,,,,,23800.00,,,,,,,,,,,,,,,,,
,simple,7861073963523,LOMOTIL X 12 CAJAS ,1,,visible,,,,,,,1,1,,,,,,,,,,,6500.00,,,,,,,,,,,,,,,,,
,simple,100005901,LECHE DE MAGNESIA 120 ML MK,1,,visible,,,,,,,1,6,,,,,,,,,,,5500.00,,,,,,,,,,,,,,,,,
,simple,G100005901,LECHE DE MAGNESIA 120 ML MK,1,,visible,,,,,,,1,7,,,,,,,,,,,5300.00,,,,,,,,,,,,,,,,,
,simple,100014211,LEVOTIROXINA 100 MG 30 TABLETAS PC,1,,visible,,,,,,,1,4,,,,,,,,,,,11800.00,,,,,,,,,,,,,,,,,
,simple,100024887,HISTOTAL 25.000 UI 4 AMPOLLAS BEBIBLES,1,,visible,,,,,,,1,1,,,,,,,,,,,53000.00,,,,,,,,,,,,,,,,,
,simple,7702189040961,GALLETAS CHOKIS,1,,visible,,,,,,,1,19,,,,,,,,,,,1000.00,,,,,,,,,,,,,,,,,
,simple,100014553,AMITRIPTILINA 25 MG 30 TABLETAS AG,1,,visible,,,,,,,1,2,,,,,,,,,,,7800.00,,,,,,,,,,,,,,,,,
,simple,100022810,VIVERA 8 SACHETS,1,,visible,,,,,,,1,3,,,,,,,,,,,7500.00,,,,,,,,,,,,,,,,,
,simple,C100022810,VIVERA 8 SACHETS,1,,visible,,,,,,,1,2,,,,,,,,,,,61900.00,,,,,,,,,,,,,,,,,
,simple,200031671,MANI SALADO LA ESPECIAL 50 GR 12 UDS,1,,visible,,,,,,,1,1,,,,,,,,,,,16800.00,,,,,,,,,,,,,,,,,
,simple,200025409,DELINEADOR LIQ.LUZETTE OJOS AP.NEG.10 GR,1,,visible,,,,,,,1,2,,,,,,,,,,,5500.00,,,,,,,,,,,,,,,,,
,simple,100017950,PRAZOSINA 1 MG 30 TABLETAS EX,1,,visible,,,,,,,1,3,,,,,,,,,,,6900.00,,,,,,,,,,,,,,,,,
,simple,7705959012755,ATORVASTATINA  40 MG X 10 TAB WIN,1,,visible,,,,,,,1,1,,,,,,,,,,,39800.00,,,,,,,,,,,,,,,,,
,simple,7501098608183,BETALOC ZOK 100 MG X 30 TAB V,1,,visible,,,,,,,1,1,,,,,,,,,,,33900.00,,,,,,,,,,,,,,,,,
,simple,7707194530926,REMOVEDOR DE CUTICULA MASGLO 25 ML,1,,visible,,,,,,,1,4,,,,,,,,,,,3500.00,,,,,,,,,,,,,,,,,
,simple,7705471100039,ACEITE ALMENDRAS 20 ML 12 UNI ATHOS  ,1,,visible,,,,,,,1,2,,,,,,,,,,,1500.00,,,,,,,,,,,,,,,,,
,simple,100013720,NORMOLIP 200 MG 20 CAPSULAS,1,,visible,,,,,,,1,2,,,,,,,,,,,105000.00,,,,,,,,,,,,,,,,,
,simple,100007913,MICROGYNON*30  21 GRAGEAS,1,,visible,,,,,,,1,4,,,,,,,,,,,6900.00,,,,,,,,,,,,,,,,,
,simple,100001362,DESONIDA DERMACARE 0.1% CREMA 15 GR,1,,visible,,,,,,,1,4,,,,,,,,,,,14900.00,,,,,,,,,,,,,,,,,
,simple,7707194534160,REMOVEDOR MASGLO VITAMINA E X 60 ML,1,,visible,,,,,,,1,3,,,,,,,,,,,5000.00,,,,,,,,,,,,,,,,,
,simple,100005880,KETOTIFENO 1 MG JARABE 100 ML MK,1,,visible,,,,,,,1,3,,,,,,,,,,,10900.00,,,,,,,,,,,,,,,,,
,variable,7702011092779,PALETA FRULY X 20 UND ,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7702011092779-Caja,PALETA FRULY X 20 UND  - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,20000.00,,,,,,,7702011092779,,,,,,1,Presentacion,Caja,,
,variation,7702011092779-Unidad,PALETA FRULY X 20 UND  - Unidad,1,,visible,,,,,,,1,8,,,,,,,,,,,1200.00,,,,,,,7702011092779,,,,,,1,Presentacion,Unidad,,
,simple,7707232095400,FRESHLY PAUSIA COMPLEX 50 CAP,1,,visible,,,,,,,1,1,,,,,,,,,,,32000.00,,,,,,,,,,,,,,,,,
,simple,7702354946494,TRAT NUTRIBELA 10 CAUTERIZACION 300 ML ,1,,visible,,,,,,,1,1,,,,,,,,,,,14500.00,,,,,,,,,,,,,,,,,
,simple,BOMBOMBUM,BOMBOMBUM,1,,visible,,,,,,,1,55,,,,,,,,,,,400.00,,,,,,,,,,,,,,,,,
,simple,100009940,KEPPRA 500 MG 30 TBS (P)36600(SC),1,,visible,,,,,,,1,11,,,,,,,,,,,39800.00,,,,,,,,,,,,,,,,,
,simple,7703432421605,TRAMADOL 100 MG GOTAS 10 ML EX,1,,visible,,,,,,,1,7,,,,,,,,,,,7900.00,,,,,,,,,,,,,,,,,
,simple,100015326,TRAMADOL 100 MG GOTAS 10 ML EX,1,,visible,,,,,,,1,3,,,,,,,,,,,6900.00,,,,,,,,,,,,,,,,,
,simple,200015279,PEG POLIETILENGLICOL 3350 SUSP.160 GR,1,,visible,,,,,,,1,1,,,,,,,,,,,46000.00,,,,,,,,,,,,,,,,,
,simple,7703283404024,LYRICA 25 MG 30 CAP.(P)14377,1,,visible,,,,,,,1,3,,,,,,,,,,,15000.00,,,,,,,,,,,,,,,,,
,simple,100017607,BETAHISTINA  16 MG X 20 TAB ,1,,visible,,,,,,,1,4,,,,,,,,,,,45000.00,,,,,,,,,,,,,,,,,
,simple,7703153028503,LEVOTIROXINA 50 MG 100 TABLETAS PC,1,,visible,,,,,,,1,1,,,,,,,,,,,17900.00,,,,,,,,,,,,,,,,,
,simple,200006371,CUCHILLA MINORA 20 CJ 3 UDS,1,,visible,,,,,,,1,15,,,,,,,,,,,2000.00,,,,,,,,,,,,,,,,,
,simple,200024727,CRE.DENTAL COLGATE TRI.ACCION 150 GR,1,,visible,,,,,,,1,2,,,,,,,,,,,9500.00,,,,,,,,,,,,,,,,,
,simple,100007751,DULCOLAX 10 CAPSULAS,1,,visible,,,,,,,1,1,,,,,,,,,,,10900.00,,,,,,,,,,,,,,,,,
,simple,100014448,BETAMINA 0.1% CREMA 20 GR ICOM,1,,visible,,,,,,,1,3,,,,,,,,,,,16800.00,,,,,,,,,,,,,,,,,
,simple,200038035,CRE.TEATRICAL ANTIARRUGAS 100 G(SF),1,,visible,,,,,,,1,1,,,,,,,,,,,18800.00,,,,,,,,,,,,,,,,,
,simple,100005993,UNGUENTO MENTOL #2 50 GR,1,,visible,,,,,,,1,2,,,,,,,,,,,23900.00,,,,,,,,,,,,,,,,,
,simple,7703283402273,DETRUSITOL SR 4 MG 30 CAPSULAS (A) (PB),1,,visible,,,,,,,1,1,,,,,,,,,,,150000.00,,,,,,,,,,,,,,,,,
,simple,200028760,PAN.HUGGIES ACTIVE SEC ET.5 XXG 50 UDS,1,,visible,,,,,,,1,2,,,,,,,,,,,48500.00,,,,,,,,,,,,,,,,,
,simple,G200028760,PAN.HUGGIES ACTIVE SEC ET.5 XXG 50 UDS,1,,visible,,,,,,,1,4,,,,,,,,,,,35900.00,,,,,,,,,,,,,,,,,
,variable,7702402046084,PALETA CHUPILETA 52 G X 14 UNID,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7702402046084-Caja,PALETA CHUPILETA 52 G X 14 UNID - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,14000.00,,,,,,,7702402046084,,,,,,1,Presentacion,Caja,,
,variation,7702402046084-Unidad,PALETA CHUPILETA 52 G X 14 UNID - Unidad,1,,visible,,,,,,,1,8,,,,,,,,,,,1000.00,,,,,,,7702402046084,,,,,,1,Presentacion,Unidad,,
,simple,100014191,VOLTAREN  EMULGEL 100 G,1,,visible,,,,,,,1,2,,,,,,,,,,,51900.00,,,,,,,,,,,,,,,,,
,simple,200040927,GEL EGO CONTROL CAIDA 110 ML,1,,visible,,,,,,,1,11,,,,,,,,,,,2800.00,,,,,,,,,,,,,,,,,
,simple,7506306237315,CHA.SEDAL CERAMIDAS 340 ML,1,,visible,,,,,,,1,1,,,,,,,,,,,10500.00,,,,,,,,,,,,,,,,,
,variable,7702195086748,BISACODILO 5 MG 100 TABLETAS RC,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7702195086748-Caja,BISACODILO 5 MG 100 TABLETAS RC - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,23000.00,,,,,,,7702195086748,,,,,,1,Presentacion,Caja,,
,variation,7702195086748-Blister,BISACODILO 5 MG 100 TABLETAS RC - Blister,1,,visible,,,,,,,1,1,,,,,,,,,,,4500.00,,,,,,,7702195086748,,,,,,1,Presentacion,Blister,,
,variable,100007820,AMOXICILINA 500 MG 50 CAPSULAS AG,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100007820-Caja,AMOXICILINA 500 MG 50 CAPSULAS AG - Caja,1,,visible,,,,,,,1,12,,,,,,,,,,,23900.00,,,,,,,100007820,,,,,,1,Presentacion,Caja,,
,variation,100007820-Blister,AMOXICILINA 500 MG 50 CAPSULAS AG - Blister,1,,visible,,,,,,,1,10,,,,,,,,,,,4900.00,,,,,,,100007820,,,,,,1,Presentacion,Blister,,
,variation,100007820-Unidad,AMOXICILINA 500 MG 50 CAPSULAS AG - Unidad,1,,visible,,,,,,,1,16,,,,,,,,,,,800.00,,,,,,,100007820,,,,,,1,Presentacion,Unidad,,
,variable,100016530,DRISTAN TRIPLE ACCION NF 100 TABLETAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100016530-Blister,DRISTAN TRIPLE ACCION NF 100 TABLETAS - Blister,1,,visible,,,,,,,1,14,,,,,,,,,,,2900.00,,,,,,,100016530,,,,,,1,Presentacion,Blister,,
,variation,100016530-Unidad,DRISTAN TRIPLE ACCION NF 100 TABLETAS - Unidad,1,,visible,,,,,,,1,2,,,,,,,,,,,700.00,,,,,,,100016530,,,,,,1,Presentacion,Unidad,,
,simple,C100016530,DRISTAN TRIPLE ACCION NF 100 TABLETAS,1,,visible,,,,,,,1,20,,,,,,,,,,,3000.00,,,,,,,,,,,,,,,,,
,variable,G100016530,DRISTAN TRIPLE ACCION NF 100 TABLETAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,G100016530-Blister,DRISTAN TRIPLE ACCION NF 100 TABLETAS - Blister,1,,visible,,,,,,,1,4,,,,,,,,,,,3000.00,,,,,,,G100016530,,,,,,1,Presentacion,Blister,,
,variation,G100016530-Unidad,DRISTAN TRIPLE ACCION NF 100 TABLETAS - Unidad,1,,visible,,,,,,,1,12,,,,,,,,,,,800.00,,,,,,,G100016530,,,,,,1,Presentacion,Unidad,,
,simple,100005923,NORAVER MENTA 96 PASTILLAS,1,,visible,,,,,,,1,4,,,,,,,,,,,1400.00,,,,,,,,,,,,,,,,,
,variable,G100005923,NORAVER MENTA 96 PASTILLAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,G100005923-Blister,NORAVER MENTA 96 PASTILLAS - Blister,1,,visible,,,,,,,1,22,,,,,,,,,,,6900.00,,,,,,,G100005923,,,,,,1,Presentacion,Blister,,
,variation,G100005923-Unidad,NORAVER MENTA 96 PASTILLAS - Unidad,1,,visible,,,,,,,1,8,,,,,,,,,,,1200.00,,,,,,,G100005923,,,,,,1,Presentacion,Unidad,,
,variable,100013901,BUSCAPINA FEM 90 TABLETAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100013901-Blister,BUSCAPINA FEM 90 TABLETAS - Blister,1,,visible,,,,,,,1,11,,,,,,,,,,,8000.00,,,,,,,100013901,,,,,,1,Presentacion,Blister,,
,variation,100013901-Unidad,BUSCAPINA FEM 90 TABLETAS - Unidad,1,,visible,,,,,,,1,4,,,,,,,,,,,1400.00,,,,,,,100013901,,,,,,1,Presentacion,Unidad,,
,variable,C100013901,BUSCAPINA FEM 90 TABLETAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,C100013901-Blister,BUSCAPINA FEM 90 TABLETAS - Blister,1,,visible,,,,,,,1,4,,,,,,,,,,,8500.00,,,,,,,C100013901,,,,,,1,Presentacion,Blister,,
,variation,C100013901-Unidad,BUSCAPINA FEM 90 TABLETAS - Unidad,1,,visible,,,,,,,1,2,,,,,,,,,,,1500.00,,,,,,,C100013901,,,,,,1,Presentacion,Unidad,,
,simple,0525,LECHE ALPINA DESLACTOSADA PACA POR 6,1,,visible,,,,,,,1,4,,,,,,,,,,,3500.00,,,,,,,,,,,,,,,,,
,simple,100021470,METROPRASIL 10 MG 30 TABLETAS ICOM,1,,visible,,,,,,,1,1,,,,,,,,,,,10000.00,,,,,,,,,,,,,,,,,
,simple,7702914112024,GALA RAMO ,1,,visible,,,,,,,1,5,,,,,,,,,,,1200.00,,,,,,,,,,,,,,,,,
,simple,78,PALETA JET X 14 U,1,,visible,,,,,,,1,7,,,,,,,,,,,2500.00,,,,,,,,,,,,,,,,,
,simple,200035222,MANI LA ESPEC.M.ARANDANO 45GR 12UDS,1,,visible,,,,,,,1,10,,,,,,,,,,,2000.00,,,,,,,,,,,,,,,,,
,simple,100014984,FYBOFORT PSYLLIUM 200 GR,1,,visible,,,,,,,1,1,,,,,,,,,,,29900.00,,,,,,,,,,,,,,,,,
,simple,100022933,CARDIOASPIRINA 81 MG 30 TABLETAS (PB),1,,visible,,,,,,,1,4,,,,,,,,,,,39800.00,,,,,,,,,,,,,,,,,
,simple,7707019459029,TRICLOMIFAR CREMA 40G,1,,visible,,,,,,,1,3,,,,,,,,,,,17800.00,,,,,,,,,,,,,,,,,
